epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
110,19194.1,2.8627,1.77943,1.98087,0.59421,0.41548,0.46056,0.27457,2.63897,1.759,1.94638,0.0046045,0.0046045,0.0046045
111,19367.4,2.85255,1.7798,1.98121,0.58908,0.41765,0.46119,0.27501,2.63771,1.75868,1.94562,0.004555,0.004555,0.004555
112,19541,2.84997,1.77077,1.981,0.59446,0.41529,0.46156,0.27579,2.63747,1.75878,1.94529,0.0045055,0.0045055,0.0045055
113,19714.1,2.85292,1.78121,1.98258,0.59009,0.41682,0.46153,0.27539,2.63601,1.75916,1.9446,0.004456,0.004456,0.004456
114,19888.2,2.85125,1.76918,1.97685,0.59078,0.41665,0.46209,0.27615,2.63594,1.75774,1.94423,0.0044065,0.0044065,0.0044065
115,20062.3,2.83553,1.76378,1.97818,0.59178,0.41748,0.46076,0.27523,2.63511,1.75781,1.94413,0.004357,0.004357,0.004357
116,20236.2,2.84085,1.75872,1.97325,0.59253,0.41656,0.46069,0.27534,2.63413,1.75772,1.94383,0.0043075,0.0043075,0.0043075
117,20409.5,2.84095,1.75873,1.97669,0.58955,0.41825,0.46062,0.27528,2.63484,1.75783,1.94422,0.004258,0.004258,0.004258
118,20583,2.83001,1.75508,1.97529,0.58832,0.41942,0.46142,0.27538,2.63457,1.75759,1.94393,0.0042085,0.0042085,0.0042085
119,20756.9,2.82714,1.75556,1.9721,0.58918,0.41972,0.46064,0.27506,2.6338,1.75716,1.9434,0.004159,0.004159,0.004159
120,20930.7,2.83754,1.75127,1.97238,0.58999,0.41999,0.46158,0.27565,2.63382,1.75753,1.94315,0.0041095,0.0041095,0.0041095
121,21104.2,2.83611,1.74501,1.96819,0.57785,0.42475,0.46205,0.27591,2.63352,1.75796,1.94299,0.00406,0.00406,0.00406
122,21277.8,2.8256,1.75117,1.97094,0.59275,0.42007,0.46204,0.27613,2.63459,1.75741,1.94303,0.0040105,0.0040105,0.0040105
123,21450.9,2.82329,1.74393,1.96831,0.58248,0.42429,0.46228,0.27646,2.63364,1.75754,1.94268,0.003961,0.003961,0.003961
124,21624.6,2.82186,1.73976,1.96839,0.58698,0.42364,0.46248,0.27654,2.63383,1.75811,1.94256,0.0039115,0.0039115,0.0039115
125,21798,2.8161,1.73601,1.96257,0.58636,0.42537,0.46257,0.27672,2.63349,1.75894,1.94236,0.003862,0.003862,0.003862
126,21971.5,2.82442,1.74306,1.96569,0.59534,0.42032,0.46298,0.27706,2.63372,1.75991,1.94224,0.0038125,0.0038125,0.0038125
127,22145.2,2.81157,1.73603,1.96807,0.59676,0.42219,0.46289,0.27666,2.63457,1.75989,1.94253,0.003763,0.003763,0.003763
128,22318.9,2.8046,1.72642,1.96026,0.59911,0.41827,0.46329,0.2773,2.63382,1.76003,1.94251,0.0037135,0.0037135,0.0037135
129,22492.3,2.80831,1.73139,1.96389,0.5959,0.4188,0.46344,0.27742,2.63379,1.76079,1.94234,0.003664,0.003664,0.003664
130,22665.8,2.81472,1.72352,1.95918,0.5951,0.42122,0.46306,0.27734,2.63417,1.7606,1.94232,0.0036145,0.0036145,0.0036145
131,22838.7,2.80694,1.72447,1.96254,0.59306,0.42342,0.46413,0.27751,2.63419,1.76026,1.94207,0.003565,0.003565,0.003565
132,23012.5,2.79723,1.72306,1.95538,0.59108,0.42242,0.46375,0.27778,2.63318,1.76161,1.94168,0.0035155,0.0035155,0.0035155
133,23186,2.80503,1.71997,1.9616,0.5917,0.42849,0.46401,0.27809,2.63336,1.76122,1.94179,0.003466,0.003466,0.003466
134,23359.3,2.79674,1.71222,1.96002,0.59419,0.43033,0.46524,0.27856,2.63294,1.76172,1.94178,0.0034165,0.0034165,0.0034165
135,23532.3,2.78816,1.70809,1.95555,0.59345,0.42976,0.46556,0.27854,2.63282,1.76102,1.94161,0.003367,0.003367,0.003367
136,23706.2,2.78924,1.70712,1.95714,0.58836,0.42969,0.46548,0.27836,2.63336,1.76031,1.94165,0.0033175,0.0033175,0.0033175
137,23879.3,2.79004,1.71208,1.95383,0.58764,0.43064,0.4659,0.27911,2.63365,1.76028,1.94172,0.003268,0.003268,0.003268
138,24052.9,2.78157,1.70164,1.95333,0.59277,0.42734,0.46632,0.27907,2.63328,1.76114,1.94138,0.0032185,0.0032185,0.0032185
139,24225.1,2.78434,1.69083,1.95163,0.59277,0.42748,0.46611,0.27902,2.63296,1.76179,1.94135,0.003169,0.003169,0.003169
140,24397.9,2.77089,1.68653,1.95433,0.59083,0.42483,0.46421,0.27871,2.63333,1.76065,1.94135,0.0031195,0.0031195,0.0031195
141,24571.6,2.77494,1.68931,1.94761,0.59219,0.42592,0.46457,0.27877,2.63311,1.76046,1.94115,0.00307,0.00307,0.00307
142,24744.5,2.78367,1.69646,1.95176,0.59188,0.42686,0.46442,0.27865,2.63393,1.75971,1.94132,0.0030205,0.0030205,0.0030205
143,24917.4,2.76597,1.68694,1.94635,0.59214,0.42562,0.466,0.2784,2.63305,1.76045,1.94117,0.002971,0.002971,0.002971
144,25090.3,2.76942,1.68275,1.95099,0.5862,0.42588,0.46514,0.27859,2.63279,1.76093,1.94101,0.0029215,0.0029215,0.0029215
145,25262.9,2.76385,1.68109,1.9433,0.59033,0.42291,0.46543,0.27838,2.63206,1.76038,1.94081,0.002872,0.002872,0.002872
146,25435.4,2.75897,1.67479,1.94484,0.58991,0.4227,0.46582,0.27876,2.6314,1.76014,1.94053,0.0028225,0.0028225,0.0028225
147,25608.8,2.76422,1.68179,1.94536,0.59067,0.41992,0.46602,0.27879,2.63118,1.7597,1.94016,0.002773,0.002773,0.002773
148,25781.3,2.76246,1.67836,1.9412,0.59118,0.4252,0.46744,0.27875,2.63097,1.75987,1.93978,0.0027235,0.0027235,0.0027235
149,25954.5,2.75648,1.66323,1.94413,0.5884,0.42673,0.46733,0.27903,2.63086,1.75918,1.93966,0.002674,0.002674,0.002674
150,26127.1,2.75881,1.66822,1.9408,0.5885,0.42718,0.46726,0.27894,2.6306,1.75996,1.93939,0.0026245,0.0026245,0.0026245
151,26300.6,2.74854,1.65982,1.93998,0.58814,0.42672,0.46757,0.27919,2.63084,1.75988,1.93958,0.002575,0.002575,0.002575
152,26473.6,2.75701,1.66515,1.93939,0.58514,0.4292,0.46792,0.27927,2.63085,1.76009,1.9393,0.0025255,0.0025255,0.0025255
153,26646.2,2.74526,1.65776,1.93782,0.58374,0.42978,0.46789,0.27935,2.6306,1.75967,1.93919,0.002476,0.002476,0.002476
154,26818.8,2.73198,1.65019,1.93892,0.58506,0.42858,0.46839,0.2796,2.63058,1.7594,1.93889,0.0024265,0.0024265,0.0024265
